"","tracks","track_id","track_pop","artist","artist_full","artist_id","album","album_id","playlist_index","artist_name","artist_pop","artist_followers","genres"
"3570","Consequences","4i0EJIy3EhXc4S1ZN55bDA",61,"ENRA","ENRA","1jDbZQQs4VNtiC4AerpIg4","In Motion","2p07Dhd3U658UTgUSaUVHJ",10,"ENRA",67,2768,"lo-fi beats"
"3571","Rem","4vak5rNkX4sfN0AhXFyqgV",54,"brillion.","brillion. feat. Strehlow","77aATgrzmuoRjmqxPcEIHU","Bedtime Stories Pt. 2","4Yw6pcblbdZn6OhX07KtFg",10,"brillion.",69,5375,"lo-fi beats"
"3572","First Light","0UuMBm6nCC5YoyobNgW54i",55,"dryhope","dryhope","50Ej4gF8iYESted3e4JZ4t","Contrasts","6AgopOGUUtCQgSKdVdYSyO",10,"dryhope",66,3588,"lo-fi beats"
"3573","Skyline","5Qb9PonuZXQ0REXEMRzDvU",54,"Hoogway","Hoogway feat. DLJ","1Mh9G47YfuaLdQs44voLrQ","Forever Ago","4A1HSXgTGqIVpqctZKh9NZ",10,"Hoogway",64,2975,"lo-fi beats"
"3574","Modigliani Nudes","6V6P0I8o0FngMjGTs7eJ7g",57,"less.people","less.people","0QmdasntOdQpEwRd40wyp3","Online Mall Music","38Ke6rGw4tcEqOXXpzEDxt",10,"less.people",64,6877,"lo-fi beats"
"3575","Aftercastle","5aLwT1M5MCgN14nbEbViik",0,"Slo Loris","Slo Loris feat. Strehlow","5LhPD5fY0zH2Rre4wfBUxX","Riverside","4I4FrVF3rxlpoV2Ducv5dx",10,"Slo Loris",42,49,""
"3576","Blue Terrain","3s9qCeRZMsK9xGWjjv0EuS",55,"Refeeld","Refeeld feat. Project AER","04VwrPirvx6CXRzbEjofQP","Chance Encounter","16WnvraztyKnduH66c6n2G",10,"Refeeld",59,1036,"lo-fi beats"
"3577","Snug","0b7y1cckTSqM48xqSZYQJg",59,"softy","softy","0wcen0V8FgQu6xYupnZMbB","Sometimes I Wait for You","3V76mLANzDG8F0O1XodHwG",10,"softy",66,3574,"lo-fi beats"
"3578","Dittany","2JXtiWaSoThkdmkXfcnAKJ",55,"Fatb","Fatb feat. Flitz&Suppe","39c9r5tc96HMSEX9BbxE4T","Conscious Ego","1IAK5ZiEUHWCUfLsWStjj3",10,"Fatb",63,1869,"lo-fi beats"
"3579","it happens","58UY04mBXM5Nu4N7JRcSOi",56,"chief.","chief.","0HCAzT0cSCpiNje7AcAQaD","Time Remembered","7zIIrKb8zAXJGgiH7slJJt",10,"chief.",68,20229,"chillhop;lo-fi beats"
"3580","Dozing","2jgadpJkHglyVxwoeRxqi5",54,"Chris Mazuera","Chris Mazuera","3Sb3oI3Xw7FcgYS262zXPE","Dozing","7bXkKZXR1ydKXkIdish6Hx",10,"Chris Mazuera",67,4421,"lo-fi beats"
"3581","Take Me Back","69ScUfmrwMZgyqb0XRGw12",66,"WYS","WYS","2CiO7xWdwPMDlVwlt9qa1f","North Pole","5O8TzNyhGK7xTMN0kccpiX",10,"WYS",68,24665,"lo-fi beats"
"3582","Back When","5OXpC2VfqnDejCNGYgZhvT",57,"Jhove","Jhove feat. tender spring","1R9fj5Tiy9XMFp5ANzS7FA","Before You Go","05P1M73DOmjq2OrPxOAN50",10,"Jhove",66,4381,"lo-fi beats"
"3583","Teakwood","1xW9riep92zpGZAW0HgmXJ",62,"Aso","Aso","45Ui3GdcxzbdJhhTtZLXO8","Lazy Sunday","5jwXN0zduPh7pYUiIn1kCD",10,"Aso",66,24183,"chillhop;lo-fi beats"
"3584","Far Away","0R1BXxdZMw2wnrm6OcXx6s",60,"Mila Coolness","Mila Coolness","3gdyXwWMfOPBIZrIDMg40u","Silent River","0XvMlzcGuXjMDqaZQ3o32F",10,"Mila Coolness",59,749,""
"3585","Ponds","7f0rJKftzMLz8Lul3cyXrD",59,"Elior","Elior","0tquhVod10o2zf1ht2aVoz","Lazy Sunday","5jwXN0zduPh7pYUiIn1kCD",11,"Elior",62,1006,"lo-fi beats"
"3586","Wetlands","7z3OArxMJhYESzhrrQjDyi",46,"Casiio","Casiio feat. Sleepermane","5zUSfxfP1NETZiaWt0Ui0a","Underneath","7zvU9ZjJVYO92jyLeA0L64",11,"Casiio",70,4130,"lo-fi beats"
"3587","Slow","1wAcunzpQa7gwac80HXohs",59,"kudo","kudo","2Gq799yTibgF2YWweyB16G","Staring Through","3yYuCnFyNNWdsQjHcxjdvy",11,"kudo",64,998,""
"3588","Lunar Drive","4kOAvJlgkqzXtzcTI7ZBO3",65,"Mondo Loops","Mondo Loops","1XFN3VcuKr4tsTtQlRiTgK","1 Am. Study Session","6XyaVDkZeCWf14x0eESZdl",11,"Mondo Loops",68,16331,""
"3589","C U in Class!","2mT9D5x506IrxZUCMgZmz5",58,"Flovry","Flovry feat. tender spring","2pLu3Ut2C3RviYZ3xUanBs","Ages Ago","1zaYv52EiGORtpZlqM6DwT",11,"Flovry",65,5554,"lo-fi beats"
"3590","Autumn Morning","1zqkbok4NBWh5UHbQi6jmw",60,"softy","softy","0wcen0V8FgQu6xYupnZMbB","Sometimes I Wait for You","3V76mLANzDG8F0O1XodHwG",11,"softy",66,3574,"lo-fi beats"
"3591","Puddles","0THqQwTN5VOP11VLn71nDq",61,"E I S U","E I S U","3XUMv4qB3v7QXUgAx08OGu","2 Am. Study Session","2oHJAIuw8IH9SUSk05JjRy",11,"E I S U",57,1510,"lo-fi beats"
"3592","Abundance","6xs8EjmlSVTIDVUYj4REQW",59,"Chris Mazuera","Chris Mazuera feat. tender spring","3Sb3oI3Xw7FcgYS262zXPE","Perspective","0BAmIevuLC4BTJAXCAbBgE",11,"Chris Mazuera",67,4421,"lo-fi beats"
"3593","Before","6R21mLVsXFN5I3PpoOsRIf",59,"Chiccote's Beats","Chiccote's Beats","0ETiNCZavTPXNnEJBF1JBA","Lazy Sunday","5jwXN0zduPh7pYUiIn1kCD",11,"Chiccote's Beats",59,1078,"lo-fi beats;lo-fi brasileiro"
"3594","Through the Clouds","65rgrr0kAPjOkeWA2bDoUQ",60,"brillion.","brillion. feat. tender spring","77aATgrzmuoRjmqxPcEIHU","Bedtime Stories Pt. 2","4Yw6pcblbdZn6OhX07KtFg",11,"brillion.",69,5375,"lo-fi beats"
"3595","I'll Wait For You at Home, Even If It's Raining","1CJCT88jnHxaYwVve0ErKh",61,"eugenio izzi","eugenio izzi","0vpi2tMaHCn6YHS6L7qgoe","Feel Free To Imagine","1njhvIqrtCFXtrX3uqFl0v",11,"eugenio izzi",60,1021,"lo-fi beats"
"3596","Drowsy","4SR5ZFC3wXQGHWBBIoRRsy",62,"brillion.","brillion.","77aATgrzmuoRjmqxPcEIHU","2 Am. Study Session","2oHJAIuw8IH9SUSk05JjRy",11,"brillion.",69,5375,"lo-fi beats"
"3597","Pillows","5tiCooRjzp9HBYEznZ8YG5",59,"Towerz","Towerz feat. Spencer Hunt","1bbah9s09626gweOzzLbKG","Lazy Sunday","5jwXN0zduPh7pYUiIn1kCD",11,"Towerz",57,2488,"lo-fi beats"
"3598","Thoughts of You","03mOTxo1RucacNpaWpv6gE",61,"Spencer Hunt","Spencer Hunt","4btBTQ1pWqpnDPY4BWMh1S","Sound Asleep","7a7DuZXinOhmneDYd8ahqw",11,"Spencer Hunt",70,3296,"lo-fi beats"
"3599","Underneath","3nCOU2CGvt4IlUwiS5ENYY",51,"Casiio","Casiio feat. Sleepermane","5zUSfxfP1NETZiaWt0Ui0a","Underneath","7zvU9ZjJVYO92jyLeA0L64",11,"Casiio",70,4130,"lo-fi beats"
"3600","Cloyster","3Ur5izeIbs256n8pCMyBmi",60,"HM Surf","HM Surf","6TeBxtluBMQixZcKkJ3ZrB","Cocobolo","4K46vbvU9s0mYMhP5WAFXX",11,"HM Surf",70,19179,"lo-fi beats"
"3601","Single Phial","67R6DqIitHxBe2wJYC0FZK",63,"HM Surf","HM Surf","6TeBxtluBMQixZcKkJ3ZrB","1 Am. Study Session","6XyaVDkZeCWf14x0eESZdl",11,"HM Surf",70,19179,"lo-fi beats"
"3602","Distant, But Near Realities","3cvv1bvkYj7yl0SdXEUdfu",58,"eugenio izzi","eugenio izzi","0vpi2tMaHCn6YHS6L7qgoe","Feel Free To Imagine","1njhvIqrtCFXtrX3uqFl0v",11,"eugenio izzi",60,1021,"lo-fi beats"
"3603","Small Things","3sOHHdW5siv6AbFob2Bi8K",61,"softy","softy","0wcen0V8FgQu6xYupnZMbB","Sometimes I Wait for You","3V76mLANzDG8F0O1XodHwG",11,"softy",66,3574,"lo-fi beats"
"3604","Isolated","5GUuMg7K6n7l1slwVvNRcy",59,"Casiio","Casiio feat. Dontcry","5zUSfxfP1NETZiaWt0Ui0a","Wondering","43sFlOKSd0U9vYEJYTQz8t",11,"Casiio",70,4130,"lo-fi beats"
"3605","Hey Jerry","1XdWCjBFcnzmLD3NyXFgjl",62,"HM Surf","HM Surf","6TeBxtluBMQixZcKkJ3ZrB","Cocobolo","4K46vbvU9s0mYMhP5WAFXX",11,"HM Surf",70,19179,"lo-fi beats"
"3606","Lush","37RrS9j4SOybq4v0mOIOcd",60,"Casiio","Casiio","5zUSfxfP1NETZiaWt0Ui0a","Wondering","43sFlOKSd0U9vYEJYTQz8t",11,"Casiio",70,4130,"lo-fi beats"
"3607","Nightlight","5IxvyqAw1Kg7eNWORmdR3R",59,"brillion.","brillion. feat. Nolfo","77aATgrzmuoRjmqxPcEIHU","Bedtime Stories Pt. 2","4Yw6pcblbdZn6OhX07KtFg",11,"brillion.",69,5375,"lo-fi beats"
"3608","Far Away","0R1BXxdZMw2wnrm6OcXx6s",60,"Mila Coolness","Mila Coolness","3gdyXwWMfOPBIZrIDMg40u","Silent River","0XvMlzcGuXjMDqaZQ3o32F",11,"Mila Coolness",59,749,""
"3609","tired","6D53Qp6kttvTZRai2ue29e",0,"chief.","chief.","0HCAzT0cSCpiNje7AcAQaD","coffee","53T2a6HJ7GjRpjio4WtAaN",11,"chief.",68,20229,"chillhop;lo-fi beats"
"3610","bad habits","1EWzf6q0R4K0RKe6TaViqw",50,"Kuranes","Kuranes","3BU4UGbnzKAtkq79Y1MW0e","bad habits","6TvVjf2yTVn2jvBQMDtzn1",11,"Kuranes",52,3127,"chillhop;lo-fi beats"
"3611","Inward Creek","28pBqrTB7GpH2oGqgeyg7L",38,"Fatb","Fatb feat. BluntOne","39c9r5tc96HMSEX9BbxE4T","Inward Creek","5eJQygCidISOie3M3guyN6",11,"Fatb",63,1869,"lo-fi beats"
"3612","When I See You","0sFwZqyIjDWckiS7FLxAjL",54,"Kudasaibeats","Kudasaibeats","3VcaBezSFVJHqylrhaYun2","When I See You","1XGpuRzQlsEBsW11f47RPr",11,"Kudasaibeats",62,86604,"lo-fi beats;lo-fi chill"
"3613","Sleeping in the Car","0ibbNNN9vV9w4KTDhcnr8k",49,"HM Surf","HM Surf","6TeBxtluBMQixZcKkJ3ZrB","Mujura","264T6B8vHgza4gfR6JCPAt",11,"HM Surf",70,19179,"lo-fi beats"
"3614","Rift","0wHO1OJWEUnrJ0N0JuD1IB",44,"Aso","Aso feat. Distant.Lo","45Ui3GdcxzbdJhhTtZLXO8","Rift","4XnJjS7Xw00hDOqgXBJXz6",11,"Aso",66,24183,"chillhop;lo-fi beats"
"3615","I Wasnt Allowed to Watch Whose Line as a Kid but I Think Its Pretty Good Now","0MLqAD0FVivFq37NpnOQTo",50,"A L E X","A L E X","3nCJkmgdZQ6l8o828Y3vNQ","Growing Up, Vol. 1","1qxLJGTmKJZVXzqKwLdzxD",11,"A L E X",64,40122,"chillhop;lo-fi beats"
"3616","peez","3BHo5nQ7Wfwck7GLxJrrcF",43,"Brenky","Brenky","3U6rNiL0weudbwLofMicVq","[Autu] : [Wintu]","1YZEln5cEx3JxurBtRFLOF",11,"Brenky",61,6022,"chillhop;lo-fi beats"
"3617","2000","6xEXnkkgtztJEXtNAG85SL",42,"Fortnight","Fortnight","1AmV20MH7X5FNu6RNOaQwn","2000","3XuM5Fw4ZLnPS2bRRsF5sb",11,"Fortnight",36,1658,""
"3618","Secret Beach","51iWB9TwjmO4uZEbmTVuVv",53,"Ambulo","Ambulo","6sPQwc6lix6K1Gv64v91Ml","Secret Beach","4y0uLrOXVV9hyGRcb5nJC2",11,"Ambulo",68,3070,"lo-fi beats"
"3619","Louie's Lullaby","5Y69oMuGeIxfP4tIcCv6EO",52,"Harris Cole","Harris Cole","6DnF6PBcTSsEZuEjXpK0gX","Pause","64EqJeopKgcy7Ae1ZdPLnz",11,"Harris Cole",61,25155,"chillhop;lo-fi beats"
"3620","Winter Lights","6kUhfT6FCZIsQDYhfyEyHx",1,"Smoke Trees","Smoke Trees","6cN5TvotJoRbhYHoCHw8BI","Chillhop Essentials Winter 2018","3u1k0CIc2zQdXxlhrBbPCV",11,"Smoke Trees",58,19186,"chillhop;jazz boom bap;lo-fi beats"
"3621","Long Journey","57KNJxSARNODtxHSf8Hc4l",33,"Flovry","Flovry","2pLu3Ut2C3RviYZ3xUanBs","A Little Dream","3mweX7oOy0GkB1LWst784r",11,"Flovry",65,5554,"lo-fi beats"
"3622","Moonshine","5vdFIiNPUofaKIatZU4Zz8",44,"Philanthrope","Philanthrope","13ACz7DIictCpSYGglNTHs","Waking Dreams","4gLd0XyVlQ89K7ycaLHdgt",11,"Philanthrope",70,32967,"chillhop;lo-fi beats"
"3623","Sudden Death","7l0Fsc0ksF4IefhZ4n8MOW",2,"Chill Children","Chill Children feat. jhfly","1HIUSy6Z18XvHfvsGPSWYx","jhfly","3h8W70udZPOCRrqv83SVOn",11,"Chill Children",55,8071,"chillhop;lo-fi beats;phonk"
"3624","mjo","58f1jd6boLwkQHqJqUCMDu",37,"Brenky","Brenky","3U6rNiL0weudbwLofMicVq","[Autu] : [Wintu]","1YZEln5cEx3JxurBtRFLOF",11,"Brenky",61,6022,"chillhop;lo-fi beats"
"3625","sleepless nights","7DVRaXNUAgbihaBovK8BWt",47,".anxious.",".anxious.","0kVQBzHzHP111Qt5rU7F0d","3am EP","1BF9OZzwGMut6wNLGEviMS",11,".anxious.",49,5135,"lo-fi beats"
"3626","Jingling","1Cxu6tiCjmyZ3uIyZk2a7R",39,"Mujo","Mujo","0vg08N1z9G9LrGLkG1nNDS","Shogetsu","0lkLaocsoGRkq2nKJX3snx",11,"Mujo",60,14606,"chillhop;japanese chillhop;lo-fi beats"
"3627","Cavern","7w5dCkOFRnTSQ330fnIZqB",30,"slr","slr","3xJTfsHCkDcyYj5fj3jEC7","Cavern","6cwAGxuYQakYTIcYIr2SqN",11,"slr",40,4057,"chillhop;lo-fi beats"
"3628","Amore Com Delore","5kGThgtTAR9wi19xqEdsMj",43,"Philanthrope","Philanthrope feat. Psalm Trees","13ACz7DIictCpSYGglNTHs","Birds of a Feather, Vol. 1","65kDeUOJ7UAXQJtdmXYtT5",11,"Philanthrope",70,32967,"chillhop;lo-fi beats"
"3629","Coping With the Heat","5VgQoDeg2xI9jGgNyBL5N4",46,"HM Surf","HM Surf","6TeBxtluBMQixZcKkJ3ZrB","Mujura","264T6B8vHgza4gfR6JCPAt",11,"HM Surf",70,19179,"lo-fi beats"
"3630","Powder","214QO7augS0Oma0FBLY1Ps",0,"Saiko","Saiko","01byPcVIK3qaYHxnVUhQDF","Andromeda Station","0W6lvsrLuu4yHeqNfnkgFp",11,"Saiko",37,7680,"chilean rock"
"3631","kind to plants","4aXRovYsJejeEmwxwag3Ck",40,"ocha","ocha feat. tender spring","2XXkRPi7NhXPf4vOPIG9zh","kind to plants","2mypuhW0vFgQ8cmEv5lQf9",11,"ocha",54,4865,"chillhop;focus beats;lo-fi beats"
"3632","Signal","2yEhRh73cNzeKir2PfRbS5",38,"BLØTH","BLØTH feat. WYS","26JAMO2yEw6OAJVEq0Zjpp","Signal","43VoEczStrN6GxdDGLsgli",11,"BLØTH",28,112,""
"3633","Clear Skies","1jBdv1WMkjOSZAcPsvi01p",43,"goosetaf","goosetaf feat. HM Surf","46NCqFl8vhQZD77y7XkvJs","Akemi","2kU9KxvnqqkQe1DjTmWtOH",11,"goosetaf",67,9433,"chillhop;lo-fi beats"
"3634","dreaming of bigger things","7bLeWZh56CGyjpgZnl8GD0",48,"brillion.","brillion.","77aATgrzmuoRjmqxPcEIHU","dreaming of bigger things","38jIZcZxhZf75ijP984hRh",11,"brillion.",69,5375,"lo-fi beats"
"3635","offtherecord","6XoMvI2rKmtdxmsbDOKAvT",0,"Saiko","Saiko","01byPcVIK3qaYHxnVUhQDF","In Space","6PrYCJyyKnrwyDasFa8Wvs",11,"Saiko",37,7680,"chilean rock"
"3636","Asleep","2eBDcDStskHaPuOixV2rDH",0,"Saiko","Saiko","01byPcVIK3qaYHxnVUhQDF","Breezin'","7GgZZK8a3eLXj2Upfpp6vw",11,"Saiko",37,7680,"chilean rock"
"3637","I Don't Wanna Be","2kRSgyANGgS1brSp5A2k3o",43,"Kayou.","Kayou.","4kTancl0Qa8Y7J0QKKTCrz","I Don't Wanna Be","6Sx3iYxb5a5Be3kS8XbvTU",2,"Kayou.",54,18737,"japanese chillhop"
"3638","Hills and Horizons","1MfeZZwkOZP5gpCfZCzKiJ",57,"Fujitsu","Fujitsu","2a42gzUH51UAvwcfy0N6JT","Hills and Horizons","7uVXp056ciEBVnddjf7lt5",2,"Fujitsu",59,20241,"chillhop;lo-fi beats"
"3639","Mortified","6VXWlI2VDQUA3I6XtwD0K7",49,"L.Dre","L.Dre","6gWGD0yeQYobb2sq0LUr7k","Mortified","0cH6a6swpbtJ9wM5MGRZA5",2,"L.Dre",63,89789,"lo-fi cover"
"3640","Resplendence","5p2z5EAXZyGclxiU5qch1S",22,"Ohgod","Ohgod","4yHMMpyFmpADPocYFtVHDt","The Great Silence","43GscsaXmBs0A6vvd7eep9",2,"Ohgod",14,945,"african metal"
"3641","i miss you","3d8Sxtr6N7StdM3R0e8bed",0,"kokoro","kokoro","1uJZwuCV2hXbQDSdJvj198","Tranquil","78NHYz44mvdpbxbkDGwo2k",2,"kokoro",62,3137,"lo-fi beats"
"3642","i told her to wait for me","3sLU0VoEuDa50X7a6YmAp9",33,"clipped","clipped","6MqkVIMwMf5g7eiljLgicI","i told her to wait for me","7p5hKpiBgw8q8YJaOUYe7p",2,"clipped",25,546,""
"3643","Monday Loop","1NE3RGTUNgdptVMfKQFoK8",61,"Tomppabeats","Tomppabeats","0Q2Tc5yZFJpumLMc7Yz4e4","Harbor","2p2dzaB6jqlKi4Oj2WlFoN",2,"Tomppabeats",64,197199,"chillhop;japanese chillhop;lo-fi beats"
"3644","I Just Wanna Marry A Mermaid","6vfx7pIBKqs2EsJoTLPEWO",31,"Orca Vibes","Orca Vibes","5Uh59QapXCVX8TWwsDJo5N","2017","1MllGGdwjHKUM4Q1ajNEkh",2,"Orca Vibes",38,3650,"lo-fi beats"
"3645","Dream Sequence","0DqcJRrYRWrMLQXWSD1zj9",55,"Kendall Miles","Kendall Miles feat. I Eat Plants for a Living","4Z5eM7HLu4b0LAKrywoWR2","Dream Sequence","5nYHmDf8MYtSe21nf1RqkN",2,"Kendall Miles",57,13468,"chillhop;lo-fi beats"
"3646","But I Still Get Social Anxiety Attacks","1sPnDyKnKJ31CxJvLAAVTg",26,"Imfinenow","Imfinenow","4VegDdugwCSdbyoHdObFEy","Strange Life","06WXowUnPxnbOVHvUY3pxt",2,"Imfinenow",48,3509,"lo-fi chill"
"3647","feelings","1jmZuINbjNHWwbCALBtEHe",31,"vowl.","vowl. feat. prxz feat. Mishaal","5Q0sv5SeMZln6szEW49dHL","feelings","0gq0EvdLjJxTlMv8nUsWW5",2,"vowl.",50,12811,"traprun;vapor twitch;wave"
"3648","you taught me how to feel again...","1uShr04XywqQrYFGljDFs5",34,"ssen.","ssen.","3C31Ok2TjRKTAR4lquWkj8","you taught me how to feel again...","0q9iTF2Ddc8TuhujAQkAcY",2,"ssen.",22,196,""
"3649","close your eyes","5d2J5sO735rKLEW4bkGugK",0,"amies","amies","2zNmlxTlRfyMAAifd2f71Q","close your eyes","5tVtlDrpkMnW1H3f5RzKoW",2,"amies",58,993,"lo-fi beats"
"3650","hammock","1PdJvxvhuImI0dpuWoPwWe",51,"mommy","mommy","0DJoMHFNyxWdoGqi8XMdfk","hometown","1algiZiHrfsA4siGIdUZRq",2,"mommy",64,14370,"chillhop;lo-fi beats"
"3651","what if we just sat together and did nothing?","2ZtuRbN0UQCevEWS4URHLS",32,"Elijah Who","Elijah Who","2b0aKuno01NxPWVCUVIEc8","a cute day","2XLIWpt6If1hHTo5bJaU8N",2,"Elijah Who",65,138624,"lo-fi beats"
"3652","Urban Garden","1hTqs64ZanU4xoiDpmb0ER",31,"biosphere","biosphere feat. Rook1e","6sa0lNcq7YdXNnQKZHFb0D","Dystopian Tea","2QqdgDwmvHDj0wLqDBMIo3",2,"biosphere",59,40588,"lo-fi beats"
"3653","The Girl Next Door","41hXE5S8D4mRfcdqSMpmAC",51,"Tomppabeats","Tomppabeats","0Q2Tc5yZFJpumLMc7Yz4e4","Harbor","217LLrb47lzGE3HANjBLnn",2,"Tomppabeats",64,197199,"chillhop;japanese chillhop;lo-fi beats"
"3654","When You Think About Her and Your Brain Says No Don't Do That","6NxTzPkAVrLOZXh6KV6x8T",37,"In Love With a Ghost","In Love With a Ghost","21tDFddcOFDYmiobTcls2O","Discography 2015-2016","3pd7Ptw71K7NVIqQOU6KAC",2,"In Love With a Ghost",63,218396,"kawaii future bass;lo-fi beats"
"3655","Hanging Lanterns","7JJioso8L2geuDnkJyF0jD",56,"Kalaido","Kalaido","5LXHT7v9uYGrsyEnL9q9K8","Moonlit Tales","4GSQslM3wqjh4L64q4lkFx",2,"Kalaido",53,6580,"japanese chillhop;lo-fi beats"
"3656","Disguise","5l97hjtq0Du1uLScUL8A0A",41,"Fudasca","Fudasca feat. Mishaal feat. Joshua Malilay","3gVs02kUSkMOkErgzttj7T","Disguise","6uGgpHcT9HQBqBt6DVvDwU",2,"Fudasca",56,11490,"emo rap;sad rap"
"3657","When the Sun Sets.","0KWs6wiK3CsMLRlJ7Rz5XT",33,"Varden","Varden","6UXgKlNJ6VNzdch83l6tzl","When the Sun Sets.","2BSbRCNJPXpoFfIOn0nwfw",2,"Varden",22,157,""
"3658","outset","6ZpPt8jptwLcWmEmqQ95OO",35,"Elijah Lee","Elijah Lee feat. frad","2ZVKeej6s975bMSdzxjIhu","January","4lu9rOm32Ieevp1INYmzNQ",2,"Elijah Lee",49,1242,""
"3659","End Credits","7JKNxNTc9GZMFLIT5fIWvg",36,"dné","dné","65lDioVoAjIBR4S1yYL8Bf","Nothing Like Before (Original Motion Picture Soundtrack)","2uu7KIkpPuQlmLrQQyzvNy",2,"dné",39,11513,"czech electronic"
"3660","A World at Peace","7dStBhN0AbvcisUF2IePZg",50,"Ibrahim","Ibrahim","38osEo6ebgNhOrlD5Xi4iZ","A World at Peace","3Z2Q8BNUFsZbUlUk2FhBbU",2,"Ibrahim",51,14865,"lo-fi beats"
"3661","sincerely, yours","3gV0E3N4uOcoNsbxLkGWkp",67,"Nohidea","Nohidea","5b0XQwyoJBFd3MwL2YxEPO","osho","3IeZJRDlyJdbgF64pkMlqc",2,"Nohidea",66,76011,"chillhop;lo-fi beats"
"3662","falling","6BaJbtoaYBIEXb1eykU3Jv",33,"aekasora","aekasora","14zYh9bbvvVtfJHQpzSGDa","Simple Things","0Lx7VVGGBhXVI0TJ3yCLyz",2,"aekasora",52,7166,"japanese chillhop"
"3663","Woof, Pt. 1","4rHhkKyZ0DV97uAmIwQdVU",46,"Panthurr","Panthurr","2NZPNX4jXljA8MsUTrrgNq","I Love U","0iv1ZkIAnqbHwqxuXZvoJZ",2,"Panthurr",50,24134,"chillhop"
"3664","Before the Night","2xbIB8namqQMtWw6FZ26VB",50,"Home","Home","2exebQUDoIoT0dXA8BcN1P","Before the Night","491kGL57gDkFdIPNvEjCNd",2,"Home",64,167850,"future funk"
"3665","It's Time","3K823vx7qAdqdfB0r2c7Gw",40,"TABAL","TABAL","3xGCm4ewXGKJFwrrwummsJ","It's Time","2anHnlToIEqTQwQao4EzqM",2,"TABAL",63,1571,"lo-fi beats"
"3666","Drifting","57xb5IHbcuGkZS773Vry6Y",30,"Benjamin Martins","Benjamin Martins","5oqbogYQRxno77NT1FFrt5","Sleepy Night","58i0MuedwG9ld4TuoJQVSU",2,"Benjamin Martins",60,1779,"background music"
"3667","Kaze","16FSb7d1bM4xeQQOr4CoBo",36,"Mura Kami","Mura Kami","1UMKAtfbQKKYEp8mvAHRWE","As Folhas","2P2LAtECja1EEXdRrAMzIL",2,"Mura Kami",47,4207,"lo-fi beats"
"3668","Koi","4ZHGOx9QAUHegHgaufg2pO",27,"Gyvus","Gyvus","6qNRi3Mn9apPNnMSt6Qbvn","Chillhop Essentials Spring 2017","1qINrjw5JR8Y2cV6yxd9na",2,"Gyvus",50,13419,"chillhop;japanese chillhop;lo-fi beats"
"3669","Tragic Hero","6cmzPs7NrAJkeuhznXyTVs",52,"redrose","redrose","5DDsxWPT3cel3BxAC5oAvZ","Tragic Hero","7dBclHXM1LKao8ermyaufL",2,"redrose",44,3605,"japanese chillhop;lo-fi chill"
"3670","I Wish I Could Sleep","08lctzE8dgIbSfyz84XHNr",36,"Nymano","Nymano","3BoSEarTgKiw8sHE0ixJNK","Chillhop Essentials Winter 2016","3IhmoT6nYsFYBpixYe72VZ",2,"Nymano",61,28915,"chillhop;lo-fi beats"
"3671","Again.wav","2vJmwxmJG1aOFo13dnKClX",47,"Xori","Xori","5e4BMUzdxvt2bedcoBKrjv","Friday","1eT8zcMBpyfjBbMdDZCUoR",2,"Xori",46,9608,"lo-fi beats"
"3672","Amaterasu","1qymoHrGlv97t0PIhBiHxK",38,"Shalfi","Shalfi","6HJqFsXnlWehSwPu6s4BAO","Redlands","3FE5pXkytF8D5NAnBSXraM",2,"Shalfi",41,22032,""
"3673","what falling in love feels like","3VIJAic5GSZhwIi8sRMci3",7,"Bails","Bails","6V9WcFL7vxrTaIwni9lqDR","what falling in love feels like","6kqooNdOpzNE1xbOvjfYnd",2,"Bails",3,233,""
"3674","A Walk","6koWevx9MqN6efQ6qreIbm",56,"Tycho","Tycho","5oOhM2DFWab8XhSdQiITry","Dive","3I3PmRvn5iFY8i6zzvEcci",2,"Tycho",65,587029,"chillwave;downtempo;electronica;indietronica;intelligent dance music"
"3675","fall in love","1kUFzEpmpUJWlW6lY1KfIs",43,"coldbrew","coldbrew","7r3gH36F9O5GtmYPYymtLK","fall in love","5CfSWj7IfyGsnnD2gthLVb",2,"coldbrew",55,3511,""
"3676","5:32pm","7qrBYrivpvfXUPBMmqh3dA",72,"The Deli","The Deli","1EJzWKVDeysgbyuZGfEFde","Vibes 2","5GlqARIKJdOkuXKgvdouwz",2,"The Deli",65,77606,"chillhop;lo-fi beats;lo-fi house"
"3677","Bliss","0Sual1ICmnvv1bZ8IEZsS5",56,"Jinsang","Jinsang","5FsfZj0Mp6YwEWytuJUcWt","Life","52qF0r4f9WihHYUDcINmmC",2,"Jinsang",67,159135,"chillhop;japanese chillhop;korean r&b;lo-fi beats"
"3678","Faces","39qwnp9qlLcYd4bq6s5HMj",61,"Knowmadic","Knowmadic","0HcyeAioEKhfwVcJAoyN36","Faces","3hBQuy5dGt1BYSPkwKiqwf",2,"Knowmadic",59,23330,"chillhop;lo-fi beats"
"3679","my new love","23gcQr3NRKzLXsP9H5jFQ1",63,"Elijah Who","Elijah Who","2b0aKuno01NxPWVCUVIEc8","Gentle Boy","2Ap5vMlN2HZQjTyohlapPA",2,"Elijah Who",65,138624,"lo-fi beats"
